trait_pair	chr	region	start	end	n_snps	eigen_cut	h2_trait1	h2_trait2	local_covariance	local_rg	rg_lower	rg_upper	p	AMD	POAG	RE	bivariate_interpretable	pair_fdr	global_fdr	direction	warning
AMD-POAG	4	153	166708955	167635674	249	0.99	0.0	1.8947499403611e-05						0.999999730973442	0.925830079814558	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	153	166708955	167635674	249	0.99	0.0	0.0						0.999999730973442	0.925830079814558	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	153	166708955	167635674	249	0.99	1.8947499403611e-05	0.0						0.999999730973442	0.925830079814558	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	154	167644949	168621364	320	0.99	0.0001025785250416	0.0						0.0	0.999999730973442	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	154	167644949	168621364	320	0.99	0.0001025785250416	0.0						0.0	0.999999730973442	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	154	167644949	168621364	320	0.99	0.0	0.0						0.0	0.999999730973442	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	155	168626439	169551542	378	0.99	0.0001143117767523	0.0						0.586338871864336	0.999999619538993	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	155	168626439	169551542	378	0.99	0.0001143117767523	0.0						0.586338871864336	0.999999619538993	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	155	168626439	169551542	378	0.99	0.0	0.0						0.586338871864336	0.999999619538993	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	156	169558119	170676328	405	0.99	0.0	0.0						0.999999239077987	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	156	169558119	170676328	405	0.99	0.0	0.0						0.999999239077987	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	156	169558119	170676328	405	0.99	0.0	0.0						0.999999239077987	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	157	170686188	171642456	285	0.99	0.0	0.0						0.999994211238588	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	157	170686188	171642456	285	0.99	0.0	0.0						0.999994211238588	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	157	170686188	171642456	285	0.99	0.0	0.0						0.999994211238588	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	158	171644884	172552959	248	0.99	0.0003403733005518	1.81442529262092e-05	-5.59484857793398e-05	-0.711971197119712	-1.0	1.0	0.518152446733339	0.254793736187224	0.635032207700026	0.999999619538993	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	4	158	171644884	172552959	248	0.99	0.0003403733005518	0.0						0.254793736187224	0.635032207700026	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	158	171644884	172552959	248	0.99	1.81442529262092e-05	0.0						0.254793736187224	0.635032207700026	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	159	172557879	174468670	491	0.99	0.0007467074316936	2.0379150837623e-05	-6.45020630718505e-05	-0.522952295229523	-1.0	1.0	0.735059195030402	0.0	0.0	0.0	True	0.9020650761774416	0.9254445448634162	NEGATIVE_LOCAL_SHARING	
AMD-RE	4	159	172557879	174468670	491	0.99	0.0007467074316936	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	159	172557879	174468670	491	0.99	2.0379150837623e-05	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	160	174471671	175284241	280	0.99	0.0009998702561775	1.98674517480609e-05	-0.0001409428042467	-1.0	-1.0	1.0	0.413430103721272	0.0	0.0	0.999999461946885	True	0.782668568979404	0.8092103335349138	NEGATIVE_LOCAL_SHARING	
AMD-RE	4	160	174471671	175284241	280	0.99	0.0009998702561775	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	160	174471671	175284241	280	0.99	1.98674517480609e-05	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	161	175300604	175954859	294	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	161	175300604	175954859	294	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	161	175300604	175954859	294	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	162	175964181	177129266	299	0.99	0.0001630419431531	0.0						0.35328088412127	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	162	175964181	177129266	299	0.99	0.0001630419431531	0.0						0.35328088412127	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	162	175964181	177129266	299	0.99	0.0	0.0						0.35328088412127	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	163	177134283	178313514	534	0.99	0.0	9.50352894739612e-05						0.0	0.531093360132492	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	163	177134283	178313514	534	0.99	0.0	0.0						0.0	0.531093360132492	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	163	177134283	178313514	534	0.99	9.50352894739612e-05	0.0						0.0	0.531093360132492	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	164	178314542	179232789	300	0.99	0.000138396325295	0.0						0.0	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	164	178314542	179232789	300	0.99	0.000138396325295	0.0						0.0	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	164	178314542	179232789	300	0.99	0.0	0.0						0.0	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	165	179238565	179932194	255	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	165	179238565	179932194	255	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	165	179238565	179932194	255	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	166	179932414	180537663	260	0.99	4.57431743027616e-05	0.0						0.69586078238394	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	166	179932414	180537663	260	0.99	4.57431743027616e-05	0.0						0.69586078238394	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	166	179932414	180537663	260	0.99	0.0	0.0						0.69586078238394	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	167	180542136	181119137	243	0.99	0.0	0.0						0.999999341022206	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	167	180542136	181119137	243	0.99	0.0	0.0						0.999999341022206	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	167	180542136	181119137	243	0.99	0.0	0.0						0.999999341022206	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	168	181123228	182065314	486	0.99	0.0003587569119777	0.0						0.301197216377614	0.999999461946885	0.752023423791513	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	168	181123228	182065314	486	0.99	0.0003587569119777	5.17455041206902e-06	4.30860270471393e-05	1.0	-0.384938493849385	1.0	0.110343035034657	0.301197216377614	0.999999461946885	0.752023423791513	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	4	168	181123228	182065314	486	0.99	0.0	5.17455041206902e-06						0.301197216377614	0.999999461946885	0.752023423791513	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	169	182066869	182942414	550	0.99	0.0	0.0002305855270813						0.0	0.0	0.999998576445264	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	169	182066869	182942414	550	0.99	0.0	0.0						0.0	0.0	0.999998576445264	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	169	182066869	182942414	550	0.99	0.0002305855270813	0.0						0.0	0.0	0.999998576445264	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	170	182958954	183602252	370	0.99	0.000301066853692	0.0						0.12406248487204	0.999999239077987	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	170	182958954	183602252	370	0.99	0.000301066853692	0.0						0.12406248487204	0.999999239077987	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	170	182958954	183602252	370	0.99	0.0	0.0						0.12406248487204	0.999999239077987	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	171	183605088	184335306	288	0.99	0.0003803772280909	4.37065229911492e-05	-0.0001289378379874	-1.0	-1.0	0.777777777777778	0.220167190126995	0.168434905651465	0.0	0.0	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	4	171	183605088	184335306	288	0.99	0.0003803772280909	0.0						0.168434905651465	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	171	183605088	184335306	288	0.99	4.37065229911492e-05	0.0						0.168434905651465	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	172	184338589	185482878	521	0.99	0.0010192329286016	0.0001294726367751	-0.0003632668093207	-1.0	-1.0	0.143914391439144	0.08189329590759	0.018118581392338	0.528899317749875	0.999998796876658	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	4	172	184338589	185482878	521	0.99	0.0010192329286016	0.0						0.018118581392338	0.528899317749875	0.999998796876658	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	172	184338589	185482878	521	0.99	0.0001294726367751	0.0						0.018118581392338	0.528899317749875	0.999998796876658	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	173	185490816	186232142	330	0.99	0.0	0.0						0.999999149263327	0.999999461946885	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	173	185490816	186232142	330	0.99	0.0	0.0						0.999999149263327	0.999999461946885	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	173	185490816	186232142	330	0.99	0.0	0.0						0.999999149263327	0.999999461946885	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	174	186235548	186881436	336	0.99	0.0	0.0002007929093805						0.999999461946885	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	174	186235548	186881436	336	0.99	0.0	0.0						0.999999461946885	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	174	186235548	186881436	336	0.99	0.0002007929093805	0.0						0.999999461946885	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	175	186881570	187980880	513	0.99	0.0002118624106553	0.0						0.445340712069271	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	175	186881570	187980880	513	0.99	0.0002118624106553	0.0						0.445340712069271	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	175	186881570	187980880	513	0.99	0.0	0.0						0.445340712069271	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	176	187991086	189151984	447	0.99	0.0002323434360858	0.0						0.372390857933654	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	176	187991086	189151984	447	0.99	0.0002323434360858	0.0						0.372390857933654	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	176	187991086	189151984	447	0.99	0.0	0.0						0.372390857933654	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	177	189158163	189896929	344	0.99	0.0002059348184873	2.89207897137254e-05	2.23444486163099e-05	0.28952895289529	-1.0	1.0	0.887193627415108	0.646954064475158	0.826932277545423	0.999999239077987	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	4	177	189158163	189896929	344	0.99	0.0002059348184873	0.0						0.646954064475158	0.826932277545423	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	177	189158163	189896929	344	0.99	2.89207897137254e-05	0.0						0.646954064475158	0.826932277545423	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	4	178	189910956	190895386	262	0.99	0.0001727743174521	0.0						0.317792326089177	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	4	178	189910956	190895386	262	0.99	0.0001727743174521	0.0						0.317792326089177	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	4	178	189910956	190895386	262	0.99	0.0	0.0						0.317792326089177	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	1	27564	598224	217	0.99	0.0003651955884422	0.0						0.0	0.999999730973442	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	1	27564	598224	217	0.99	0.0003651955884422	0.0						0.0	0.999999730973442	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	1	27564	598224	217	0.99	0.0	0.0						0.0	0.999999730973442	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	2	598643	1206462	151	0.99	4.99274859877465e-05	0.0						0.566034906267542	0.999999461946885	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	2	598643	1206462	151	0.99	4.99274859877465e-05	0.0						0.566034906267542	0.999999461946885	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	2	598643	1206462	151	0.99	0.0	0.0						0.566034906267542	0.999999461946885	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	3	1211363	2106236	469	0.99	0.0	0.0001330206715605						0.999999461946885	0.528949682055261	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	3	1211363	2106236	469	0.99	0.0	0.0						0.999999461946885	0.528949682055261	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	3	1211363	2106236	469	0.99	0.0001330206715605	0.0						0.999999461946885	0.528949682055261	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	4	2109901	2960058	556	0.99	0.0	0.0002394092657105						0.0	0.0	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	4	2109901	2960058	556	0.99	0.0	0.0						0.0	0.0	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	4	2109901	2960058	556	0.99	0.0002394092657105	0.0						0.0	0.0	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	5	2960267	3671754	491	0.99	0.0002312830550889	0.0						0.429398375491225	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	5	2960267	3671754	491	0.99	0.0002312830550889	0.0						0.429398375491225	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	5	2960267	3671754	491	0.99	0.0	0.0						0.429398375491225	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	6	3684777	4634162	402	0.99	1.53646808493606e-05	0.0004118921085676	-5.97491679007702e-05	-0.750975097509751	-1.0	1.0	0.6998168853736	0.963649471913239	0.0	0.999999461946885	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	5	6	3684777	4634162	402	0.99	1.53646808493606e-05	0.0						0.963649471913239	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	6	3684777	4634162	402	0.99	0.0004118921085676	0.0						0.963649471913239	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	7	4638885	5828684	643	0.99	0.0002584272225805	0.0						0.425963578959287	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	7	4638885	5828684	643	0.99	0.0002584272225805	0.0						0.425963578959287	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	7	4638885	5828684	643	0.99	0.0	0.0						0.425963578959287	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	8	5828805	6935286	655	0.99	0.0003571590527096	0.0						0.45980623733778	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	8	5828805	6935286	655	0.99	0.0003571590527096	0.0						0.45980623733778	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	8	5828805	6935286	655	0.99	0.0	0.0						0.45980623733778	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	9	6938972	8077509	569	0.99	0.0003083562893068	0.0						0.314095312874579	0.999999461946885	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	9	6938972	8077509	569	0.99	0.0003083562893068	0.0						0.314095312874579	0.999999461946885	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	9	6938972	8077509	569	0.99	0.0	0.0						0.314095312874579	0.999999461946885	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	10	8083187	9201631	529	0.99	7.14516056187339e-05	0.0001602927610083	-9.15471224655101e-05	-0.855385538553855	-1.0	1.0	0.462875207614365	0.66150838267837	0.0	0.999999461946885	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	5	10	8083187	9201631	529	0.99	7.14516056187339e-05	0.0						0.66150838267837	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	10	8083187	9201631	529	0.99	0.0001602927610083	0.0						0.66150838267837	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	11	9204142	10547032	754	0.99	0.0003114529888222	8.64525389681675e-07	-1.64091138252215e-05	-1.0	-1.0	1.0	0.653095597266445	0.281084031632269	0.996721464962693	0.999999239077987	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	5	11	9204142	10547032	754	0.99	0.0003114529888222	0.0						0.281084031632269	0.996721464962693	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	11	9204142	10547032	754	0.99	8.64525389681675e-07	0.0						0.281084031632269	0.996721464962693	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	12	10550838	11843303	656	0.99	0.0001153146653169	0.0						0.625012356282819	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	12	10550838	11843303	656	0.99	0.0001153146653169	0.0						0.625012356282819	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	12	10550838	11843303	656	0.99	0.0	0.0						0.625012356282819	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	13	11854197	12849201	246	0.99	2.11182905136174e-05	5.70119034792153e-05	-3.46986158284215e-05	-1.0	-1.0	1.0	0.294360539786013	0.0	0.0	0.999999809769497	True	0.7158313126614407	0.7578218151937782	NEGATIVE_LOCAL_SHARING	
AMD-RE	5	13	11854197	12849201	246	0.99	2.11182905136174e-05	0.0						0.0	0.0	0.999999809769497	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	13	11854197	12849201	246	0.99	5.70119034792153e-05	0.0						0.0	0.0	0.999999809769497	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	14	12888815	13603883	215	0.99	0.0	0.0						0.0	0.999999670511103	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	14	12888815	13603883	215	0.99	0.0	0.0						0.0	0.999999670511103	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	14	12888815	13603883	215	0.99	0.0	0.0						0.0	0.999999670511103	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	15	13609488	14902925	676	0.99	0.0	0.0002480338233346						0.999999461946885	0.270883649143053	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	15	13609488	14902925	676	0.99	0.0	0.0						0.999999461946885	0.270883649143053	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	15	13609488	14902925	676	0.99	0.0002480338233346	0.0						0.999999461946885	0.270883649143053	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	16	14911568	16591093	560	0.99	2.12194328425661e-06	0.0						0.990943640348708	0.999999461946885	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	16	14911568	16591093	560	0.99	2.12194328425661e-06	0.0						0.990943640348708	0.999999461946885	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	16	14911568	16591093	560	0.99	0.0	0.0						0.990943640348708	0.999999461946885	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	17	16594203	17802524	430	0.99	1.67978628050586e-05	5.11620228049621e-05	2.93157404802784e-05	1.0	-1.0	1.0	0.663634002838104	0.945232375494857	0.802382541940427	0.999999239077987	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	5	17	16594203	17802524	430	0.99	1.67978628050586e-05	0.0						0.945232375494857	0.802382541940427	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	17	16594203	17802524	430	0.99	5.11620228049621e-05	0.0						0.945232375494857	0.802382541940427	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	18	17804017	18791387	319	0.99	0.0007974590038789	0.0						0.0351006432229763	0.99999800484565	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	18	17804017	18791387	319	0.99	0.0007974590038789	0.0						0.0351006432229763	0.99999800484565	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	18	17804017	18791387	319	0.99	0.0	0.0						0.0351006432229763	0.99999800484565	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	19	18791434	20392735	535	0.99	0.0	0.0						0.0	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	19	18791434	20392735	535	0.99	0.0	0.0						0.0	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	19	18791434	20392735	535	0.99	0.0	0.0						0.0	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	20	20397544	21209128	212	0.99	0.0	0.0						0.0	0.0	0.999999574631663	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	20	20397544	21209128	212	0.99	0.0	0.0						0.0	0.0	0.999999574631663	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	20	20397544	21209128	212	0.99	0.0	0.0						0.0	0.0	0.999999574631663	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	21	21211438	22141555	225	0.99	5.50715081807616e-05	0.0						0.383419959135772	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	21	21211438	22141555	225	0.99	5.50715081807616e-05	0.0						0.383419959135772	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	21	21211438	22141555	225	0.99	0.0	0.0						0.383419959135772	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	22	22162727	23244025	402	0.99	0.0	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	22	22162727	23244025	402	0.99	0.0	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	5	22	22162727	23244025	402	0.99	0.0	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	23	23247790	24358026	349	0.99	0.0007746118005555	0.0						0.0131082830370129	0.999999730973442	0.622802044414337	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	23	23247790	24358026	349	0.99	0.0007746118005555	3.15254715447621e-06	-2.32171394221629e-05	-0.46974697469747	-1.0	1.0	0.559251513545025	0.0131082830370129	0.999999730973442	0.622802044414337	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	5	23	23247790	24358026	349	0.99	0.0	3.15254715447621e-06						0.0131082830370129	0.999999730973442	0.622802044414337	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	5	24	24365309	25720302	418	0.99	0.0004536769267318	0.0						0.132674916319234	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	5	24	24365309	25720302	418	0.99	0.0004536769267318	0.0						0.132674916319234	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
