trait	cell_class	official_regulon_or_TF	MG_RSS_rank	MG_RSS	target_genes	gene_set_size	effect	FDR	status	notes
AMD	MG	MAZ_extended_-_+_(37r)	422	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MAZ_extended_-_+_(37r)	422	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MAZ_extended_-_+_(37r)	422	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MAZ_-_+_(37r)	423	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MAZ_-_+_(37r)	423	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MAZ_-_+_(37r)	423	0.25359529	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	HSF4_+_-_(23r)	424	0.25340484	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	HSF4_+_-_(23r)	424	0.25340484	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	HSF4_+_-_(23r)	424	0.25340484	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF485_extended_+_+_(11r)	425	0.25284874	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF485_extended_+_+_(11r)	425	0.25284874	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF485_extended_+_+_(11r)	425	0.25284874	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF281_+_+_(22r)	426	0.25253194	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF281_+_+_(22r)	426	0.25253194	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF281_+_+_(22r)	426	0.25253194	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	TAL1_+_+_(102r)	427	0.25241319	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	TAL1_+_+_(102r)	427	0.25241319	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	TAL1_+_+_(102r)	427	0.25241319	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF611_+_+_(63r)	428	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF611_+_+_(63r)	428	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF611_+_+_(63r)	428	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF611_extended_+_+_(63r)	429	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF611_extended_+_+_(63r)	429	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF611_extended_+_+_(63r)	429	0.25223046	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFATC3_+_+_(21r)	430	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFATC3_+_+_(21r)	430	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFATC3_+_+_(21r)	430	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFATC3_extended_+_+_(21r)	431	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFATC3_extended_+_+_(21r)	431	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFATC3_extended_+_+_(21r)	431	0.25220918	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RORA_-_-_(127r)	432	0.25195508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RORA_-_-_(127r)	432	0.25195508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RORA_-_-_(127r)	432	0.25195508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	DBP_+_+_(79r)	433	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	DBP_+_+_(79r)	433	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	DBP_+_+_(79r)	433	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	DBP_extended_+_+_(79r)	434	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	DBP_extended_+_+_(79r)	434	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	DBP_extended_+_+_(79r)	434	0.25062379	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	IKZF1_extended_-_+_(148r)	435	0.25050125	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	IKZF1_extended_-_+_(148r)	435	0.25050125	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	IKZF1_extended_-_+_(148r)	435	0.25050125	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZEB2_+_+_(139r)	436	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZEB2_+_+_(139r)	436	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZEB2_+_+_(139r)	436	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZEB2_extended_+_+_(139r)	437	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZEB2_extended_+_+_(139r)	437	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZEB2_extended_+_+_(139r)	437	0.25031346	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF787_+_+_(171r)	438	0.24994108	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF787_+_+_(171r)	438	0.24994108	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF787_+_+_(171r)	438	0.24994108	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF124_+_+_(53r)	439	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF124_+_+_(53r)	439	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF124_+_+_(53r)	439	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF124_extended_+_+_(53r)	440	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF124_extended_+_+_(53r)	440	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF124_extended_+_+_(53r)	440	0.24963548	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RORA_extended_-_-_(165r)	441	0.24907855	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RORA_extended_-_-_(165r)	441	0.24907855	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RORA_extended_-_-_(165r)	441	0.24907855	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ESRRB_+_-_(65r)	442	0.24882526	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ESRRB_+_-_(65r)	442	0.24882526	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ESRRB_+_-_(65r)	442	0.24882526	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF219_+_+_(60r)	443	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF219_+_+_(60r)	443	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF219_+_+_(60r)	443	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF219_extended_+_+_(60r)	444	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF219_extended_+_+_(60r)	444	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF219_extended_+_+_(60r)	444	0.24865243	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	CREM_extended_-_+_(17r)	445	0.24853435	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	CREM_extended_-_+_(17r)	445	0.24853435	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	CREM_extended_-_+_(17r)	445	0.24853435	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	IKZF1_-_+_(147r)	446	0.24628992	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	IKZF1_-_+_(147r)	446	0.24628992	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	IKZF1_-_+_(147r)	446	0.24628992	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LHX4_extended_+_+_(196r)	447	0.24599491	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LHX4_extended_+_+_(196r)	447	0.24599491	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LHX4_extended_+_+_(196r)	447	0.24599491	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RAX_extended_-_+_(522r)	448	0.24476229	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RAX_extended_-_+_(522r)	448	0.24476229	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RAX_extended_-_+_(522r)	448	0.24476229	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF138_+_+_(151r)	449	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF138_+_+_(151r)	449	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF138_+_+_(151r)	449	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF138_extended_+_+_(151r)	450	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF138_extended_+_+_(151r)	450	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF138_extended_+_+_(151r)	450	0.2427385	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RAX2_extended_+_+_(333r)	451	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RAX2_extended_+_+_(333r)	451	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RAX2_extended_+_+_(333r)	451	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RAX2_+_+_(333r)	452	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RAX2_+_+_(333r)	452	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RAX2_+_+_(333r)	452	0.24054508	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETV6_+_+_(1889r)	453	0.2405387	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETV6_+_+_(1889r)	453	0.2405387	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETV6_+_+_(1889r)	453	0.2405387	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETV6_extended_+_+_(1968r)	454	0.23923931	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETV6_extended_+_+_(1968r)	454	0.23923931	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETV6_extended_+_+_(1968r)	454	0.23923931	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETS2_+_+_(3215r)	455	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETS2_+_+_(3215r)	455	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETS2_+_+_(3215r)	455	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETS2_extended_+_+_(3215r)	456	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETS2_extended_+_+_(3215r)	456	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETS2_extended_+_+_(3215r)	456	0.2385935	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF33A_extended_+_-_(13r)	457	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF33A_extended_+_-_(13r)	457	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF33A_extended_+_-_(13r)	457	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF33A_+_-_(13r)	458	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF33A_+_-_(13r)	458	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF33A_+_-_(13r)	458	0.23791916	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BARHL2_extended_+_+_(35r)	459	0.23766696	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BARHL2_extended_+_+_(35r)	459	0.23766696	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BARHL2_extended_+_+_(35r)	459	0.23766696	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS1_extended_-_-_(129r)	460	0.23716068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS1_extended_-_-_(129r)	460	0.23716068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS1_extended_-_-_(129r)	460	0.23716068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ELF1_extended_+_+_(3088r)	461	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ELF1_extended_+_+_(3088r)	461	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ELF1_extended_+_+_(3088r)	461	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ELF1_+_+_(3088r)	462	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ELF1_+_+_(3088r)	462	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ELF1_+_+_(3088r)	462	0.23517378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RORA_+_+_(1128r)	463	0.23466733	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RORA_+_+_(1128r)	463	0.23466733	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
